Instance 	 p 	 q 
67 	 [13, 43, 76, 59, 49, 71, 64, 53, 19, 20, 67, 19, 43, 45, 86, 92, 48, 11, 7, 80, 52, 73, 33, 28, 74, 50, 83, 91, 47, 56, 83, 31, 81, 2, 87, 76, 19, 58, 1, 9, 23, 44, 100, 14, 59, 75, 52, 9, 91, 67, 56, 62, 85, 65, 72, 57, 98, 10, 78, 73, 26, 54, 54, 13, 19, 27, 39, 55, 59, 70, 97, 64, 30, 12, 54, 31, 84, 59, 24, 17, 14, 97, 99, 96, 89, 12, 85, 44, 92, 53, 69, 24, 100, 12, 10, 72, 4, 78, 91, 11] 	 [50, 42, 23, 27, 28, 13, 75, 15, 41, 14, 60, 65, 51, 51, 88, 30, 15, 6, 20, 63, 59, 13, 52, 45, 79, 1, 47, 33, 8, 7, 33, 93, 77, 20, 31, 39, 11, 11, 51, 55, 39, 15, 90, 49, 48, 36, 68, 53, 35, 55, 23, 92, 72, 90, 54, 40, 28, 68, 54, 2, 20, 38, 50, 53, 41, 47, 24, 100, 17, 1, 59, 18, 16, 98, 63, 31, 12, 58, 63, 85, 48, 15, 72, 30, 73, 30, 29, 30, 92, 80, 91, 33, 53, 64, 41, 16, 11, 79, 73, 5] 
68 	 [89, 40, 9, 3, 12, 64, 63, 44, 80, 32, 83, 38, 26, 13, 63, 16, 63, 49, 86, 80, 56, 50, 67, 82, 96, 62, 2, 71, 46, 72, 90, 38, 99, 17, 85, 61, 8, 15, 46, 67, 41, 9, 14, 34, 10, 41, 18, 29, 1, 50, 52, 64, 27, 55, 87, 97, 91, 16, 52, 38, 28, 35, 30, 96, 79, 74, 82, 15, 47, 96, 97, 70, 70, 61, 29, 23, 21, 10, 1, 59, 51, 29, 80, 37, 54, 37, 24, 91, 43, 79, 7, 84, 55, 69, 76, 24, 42, 73, 70, 11] 	 [57, 73, 1, 43, 93, 43, 29, 90, 10, 84, 62, 39, 72, 38, 52, 15, 49, 49, 76, 84, 26, 89, 79, 98, 56, 22, 17, 88, 69, 69, 17, 15, 23, 43, 73, 42, 94, 99, 40, 21, 12, 18, 36, 25, 28, 98, 64, 91, 94, 75, 94, 88, 85, 80, 88, 18, 96, 96, 2, 64, 55, 60, 100, 55, 93, 49, 46, 66, 82, 66, 62, 34, 43, 82, 40, 40, 4, 37, 55, 70, 71, 71, 87, 47, 46, 21, 26, 19, 36, 48, 18, 56, 32, 42, 58, 82, 58, 44, 57, 93] 
69 	 [91, 42, 48, 19, 33, 14, 23, 77, 73, 32, 6, 51, 79, 90, 70, 10, 73, 62, 37, 69, 96, 85, 91, 68, 91, 63, 84, 82, 41, 3, 22, 37, 68, 48, 80, 40, 95, 99, 65, 13, 54, 22, 52, 99, 86, 32, 67, 42, 65, 13, 38, 60, 62, 64, 36, 61, 36, 8, 31, 99, 29, 47, 35, 47, 59, 14, 61, 41, 11, 95, 36, 97, 69, 97, 67, 8, 26, 61, 37, 28, 51, 23, 72, 36, 62, 97, 60, 93, 27, 19, 24, 31, 54, 42, 66, 87, 65, 91, 84, 50] 	 [27, 49, 44, 53, 2, 54, 44, 36, 36, 33, 85, 55, 71, 59, 35, 70, 4, 22, 51, 71, 60, 47, 80, 37, 40, 86, 7, 27, 39, 48, 57, 60, 91, 17, 55, 84, 7, 55, 61, 75, 76, 65, 56, 97, 13, 91, 64, 8, 59, 50, 16, 64, 78, 44, 62, 72, 1, 43, 33, 14, 10, 40, 97, 45, 100, 92, 53, 12, 66, 37, 51, 30, 97, 66, 47, 25, 78, 4, 97, 78, 60, 65, 68, 8, 90, 69, 41, 29, 97, 10, 85, 64, 56, 48, 59, 61, 70, 81, 72, 50] 
70 	 [1, 19, 17, 19, 100, 6, 93, 67, 97, 44, 12, 81, 21, 67, 24, 8, 77, 57, 94, 69, 88, 14, 24, 99, 79, 2, 86, 44, 10, 79, 77, 20, 6, 9, 38, 24, 84, 48, 53, 24, 86, 27, 91, 18, 74, 75, 68, 87, 7, 88, 29, 83, 21, 43, 92, 100, 69, 59, 22, 24, 9, 92, 76, 41, 98, 90, 22, 62, 48, 13, 64, 15, 26, 4, 37, 37, 56, 74, 51, 11, 16, 14, 13, 54, 97, 8, 61, 31, 24, 37, 45, 82, 82, 44, 87, 91, 39, 70, 87, 76] 	 [94, 84, 67, 84, 12, 18, 4, 18, 78, 37, 100, 80, 70, 33, 65, 41, 24, 20, 88, 86, 82, 30, 94, 55, 98, 48, 43, 23, 7, 11, 61, 95, 99, 2, 85, 36, 2, 53, 42, 75, 58, 14, 71, 67, 54, 38, 55, 4, 53, 88, 14, 8, 91, 49, 54, 87, 35, 59, 53, 82, 91, 84, 29, 87, 82, 78, 69, 66, 49, 71, 11, 56, 69, 85, 6, 29, 44, 2, 83, 9, 6, 16, 66, 37, 3, 25, 52, 98, 13, 22, 27, 17, 99, 65, 76, 62, 99, 74, 22, 25] 
71 	 [41, 31, 15, 24, 28, 73, 30, 14, 24, 15, 95, 88, 75, 30, 62, 76, 76, 91, 96, 21, 37, 100, 19, 6, 96, 51, 46, 44, 54, 80, 31, 4, 89, 67, 18, 61, 3, 93, 14, 54, 68, 10, 14, 94, 35, 12, 3, 96, 99, 56, 44, 33, 71, 81, 43, 2, 27, 10, 75, 4, 68, 25, 17, 53, 54, 26, 23, 30, 19, 85, 94, 84, 13, 72, 41, 36, 14, 21, 99, 57, 10, 87, 24, 70, 95, 48, 71, 55, 48, 86, 35, 15, 48, 86, 36, 48, 57, 85, 88, 71] 	 [10, 44, 78, 46, 54, 8, 7, 51, 55, 75, 51, 26, 78, 42, 50, 50, 13, 51, 100, 55, 51, 81, 34, 72, 71, 4, 88, 43, 43, 11, 65, 16, 94, 12, 32, 41, 24, 6, 61, 12, 10, 73, 70, 7, 75, 59, 11, 72, 2, 93, 71, 15, 99, 43, 33, 68, 19, 28, 64, 77, 41, 89, 23, 73, 74, 33, 16, 39, 42, 98, 24, 2, 32, 10, 50, 53, 91, 92, 35, 71, 18, 68, 57, 73, 52, 81, 77, 50, 34, 27, 76, 16, 62, 64, 92, 21, 43, 61, 22, 99] 
72 	 [15, 81, 11, 29, 81, 7, 62, 5, 61, 7, 73, 60, 83, 34, 82, 62, 28, 38, 18, 20, 11, 8, 19, 31, 23, 17, 26, 89, 1, 13, 50, 92, 48, 5, 61, 10, 26, 43, 91, 79, 33, 78, 18, 15, 34, 15, 65, 7, 41, 2, 95, 67, 97, 72, 2, 68, 79, 6, 18, 77, 25, 13, 4, 99, 71, 21, 8, 35, 95, 85, 70, 62, 31, 69, 1, 6, 80, 26, 100, 12, 6, 70, 59, 17, 51, 33, 93, 23, 4, 29, 71, 39, 99, 93, 14, 22, 40, 36, 54, 91] 	 [7, 44, 93, 86, 68, 1, 62, 100, 39, 44, 31, 37, 78, 98, 38, 9, 63, 18, 30, 47, 60, 54, 3, 55, 34, 44, 2, 51, 26, 48, 12, 49, 93, 39, 42, 46, 41, 1, 6, 70, 74, 80, 29, 25, 47, 100, 64, 7, 20, 47, 53, 40, 78, 9, 21, 90, 30, 93, 91, 63, 45, 58, 63, 19, 57, 3, 96, 45, 25, 45, 52, 76, 10, 93, 13, 41, 63, 66, 61, 2, 32, 64, 47, 85, 17, 91, 82, 66, 7, 11, 49, 35, 19, 43, 12, 93, 15, 11, 29, 9] 
73 	 [8, 72, 57, 17, 73, 13, 77, 5, 58, 41, 20, 98, 81, 72, 9, 19, 81, 95, 28, 65, 4, 16, 55, 93, 25, 11, 33, 75, 92, 20, 10, 35, 7, 19, 32, 76, 59, 27, 58, 35, 80, 92, 89, 41, 79, 50, 95, 63, 17, 85, 1, 92, 18, 39, 90, 95, 85, 88, 84, 22, 93, 82, 32, 23, 32, 58, 12, 94, 9, 94, 94, 48, 40, 12, 57, 40, 82, 29, 52, 68, 85, 1, 25, 60, 32, 80, 24, 88, 86, 21, 93, 86, 42, 28, 95, 28, 10, 86, 40, 7] 	 [40, 57, 45, 16, 21, 83, 82, 75, 43, 39, 11, 18, 56, 19, 56, 76, 2, 42, 21, 40, 30, 86, 74, 91, 65, 71, 7, 100, 86, 3, 59, 29, 39, 29, 28, 49, 68, 100, 14, 7, 98, 41, 30, 44, 2, 53, 16, 64, 30, 78, 84, 51, 68, 58, 81, 14, 94, 52, 12, 78, 37, 18, 18, 43, 98, 96, 94, 79, 10, 100, 16, 55, 46, 53, 37, 22, 70, 31, 53, 56, 59, 24, 46, 61, 9, 88, 44, 54, 41, 32, 14, 35, 4, 45, 6, 47, 29, 71, 69, 11] 
74 	 [49, 48, 20, 95, 48, 38, 55, 51, 57, 52, 21, 14, 1, 76, 37, 34, 16, 75, 5, 48, 84, 18, 69, 33, 65, 61, 13, 56, 24, 67, 89, 21, 74, 55, 58, 62, 99, 19, 34, 3, 67, 73, 13, 75, 48, 14, 22, 91, 79, 16, 91, 99, 91, 42, 96, 47, 57, 95, 67, 24, 2, 44, 76, 77, 10, 32, 26, 81, 29, 29, 68, 15, 92, 57, 39, 66, 24, 24, 77, 60, 75, 100, 12, 43, 63, 71, 54, 33, 22, 5, 64, 25, 92, 85, 91, 69, 61, 83, 83, 37] 	 [50, 42, 4, 43, 53, 76, 33, 18, 85, 73, 81, 61, 80, 74, 42, 74, 14, 33, 9, 7, 10, 28, 68, 37, 58, 78, 65, 95, 78, 44, 47, 41, 36, 65, 60, 11, 87, 74, 13, 14, 59, 49, 14, 76, 91, 100, 85, 91, 32, 6, 61, 85, 67, 58, 89, 65, 87, 61, 23, 10, 76, 78, 62, 19, 72, 18, 1, 45, 57, 71, 53, 1, 22, 78, 37, 20, 94, 33, 98, 33, 45, 53, 66, 5, 87, 41, 78, 54, 39, 96, 75, 42, 17, 13, 55, 65, 11, 41, 90, 2] 
75 	 [38, 91, 92, 73, 95, 71, 42, 98, 59, 91, 40, 18, 75, 12, 31, 82, 41, 56, 99, 97, 50, 16, 36, 69, 57, 81, 17, 36, 87, 54, 5, 77, 90, 70, 5, 38, 48, 76, 72, 2, 49, 43, 90, 90, 5, 9, 43, 12, 22, 44, 24, 41, 63, 30, 13, 81, 60, 16, 89, 48, 2, 23, 4, 16, 70, 51, 85, 77, 36, 81, 53, 67, 52, 7, 46, 44, 9, 47, 26, 66, 75, 25, 76, 82, 28, 94, 76, 64, 85, 9, 53, 15, 3, 1, 71, 46, 34, 45, 27, 54] 	 [45, 59, 36, 8, 60, 39, 61, 53, 50, 59, 96, 5, 11, 8, 62, 44, 46, 64, 65, 69, 16, 96, 73, 95, 79, 91, 29, 50, 71, 76, 24, 86, 72, 65, 52, 31, 12, 10, 61, 6, 3, 73, 17, 9, 83, 18, 94, 61, 10, 7, 33, 59, 31, 31, 79, 82, 76, 36, 69, 53, 95, 22, 44, 50, 47, 51, 63, 28, 78, 98, 33, 23, 39, 83, 96, 12, 18, 21, 57, 77, 64, 76, 49, 17, 61, 73, 4, 96, 54, 81, 69, 20, 21, 21, 12, 41, 22, 98, 84, 83] 
76 	 [73, 29, 86, 37, 21, 50, 40, 73, 27, 75, 86, 90, 3, 21, 20, 74, 73, 12, 76, 56, 15, 25, 66, 58, 5, 24, 42, 11, 52, 51, 97, 65, 48, 15, 86, 33, 94, 32, 40, 82, 37, 52, 67, 43, 70, 45, 38, 15, 28, 65, 26, 44, 43, 9, 56, 17, 66, 35, 46, 8, 32, 64, 98, 32, 22, 70, 24, 40, 83, 85, 90, 24, 34, 22, 83, 32, 57, 88, 47, 22, 32, 22, 100, 36, 20, 37, 28, 12, 65, 98, 30, 55, 76, 52, 1, 65, 59, 64, 74, 81] 	 [19, 58, 88, 55, 11, 41, 93, 91, 7, 42, 34, 44, 95, 64, 22, 86, 50, 29, 68, 66, 70, 24, 78, 62, 51, 66, 3, 56, 76, 16, 56, 9, 34, 86, 76, 81, 87, 72, 96, 68, 85, 23, 84, 29, 26, 99, 92, 1, 49, 90, 55, 57, 15, 50, 55, 95, 54, 54, 89, 21, 55, 87, 95, 31, 20, 96, 40, 99, 43, 8, 68, 33, 2, 67, 59, 74, 70, 99, 40, 96, 12, 40, 47, 63, 99, 79, 79, 20, 48, 97, 55, 92, 46, 58, 60, 50, 65, 15, 48, 28] 
77 	 [87, 74, 65, 9, 79, 89, 77, 31, 77, 46, 40, 94, 86, 59, 59, 20, 51, 13, 8, 89, 37, 10, 93, 19, 2, 2, 84, 20, 23, 84, 98, 29, 50, 47, 65, 19, 95, 85, 81, 81, 56, 80, 100, 24, 44, 53, 53, 7, 75, 35, 37, 92, 87, 48, 3, 42, 54, 73, 53, 30, 67, 47, 41, 91, 76, 57, 25, 46, 86, 57, 63, 5, 74, 44, 20, 74, 46, 80, 33, 86, 25, 95, 21, 15, 49, 1, 35, 1, 59, 95, 97, 70, 9, 1, 59, 93, 30, 93, 18, 26] 	 [56, 15, 87, 8, 24, 87, 3, 23, 59, 98, 14, 43, 25, 48, 34, 63, 32, 99, 5, 35, 77, 31, 20, 17, 69, 6, 38, 61, 97, 12, 1, 17, 80, 99, 78, 94, 42, 15, 67, 86, 50, 24, 58, 33, 3, 24, 99, 88, 3, 22, 78, 64, 55, 94, 29, 16, 14, 72, 91, 63, 23, 68, 21, 93, 51, 43, 61, 39, 52, 25, 65, 60, 73, 37, 84, 93, 47, 51, 47, 77, 7, 45, 75, 13, 73, 5, 53, 92, 37, 52, 52, 71, 83, 75, 75, 80, 14, 4, 12, 81] 
78 	 [50, 76, 29, 36, 4, 27, 71, 20, 96, 1, 96, 41, 97, 26, 86, 14, 86, 13, 85, 74, 70, 4, 56, 80, 47, 100, 86, 64, 95, 72, 11, 26, 46, 7, 11, 25, 71, 52, 19, 60, 50, 44, 1, 74, 31, 78, 46, 35, 11, 56, 16, 48, 30, 65, 69, 8, 55, 71, 74, 45, 9, 36, 19, 64, 62, 57, 47, 100, 35, 74, 36, 93, 42, 88, 67, 17, 79, 48, 15, 38, 83, 85, 34, 67, 73, 52, 65, 99, 18, 46, 45, 29, 86, 88, 38, 16, 29, 5, 32, 93] 	 [93, 6, 96, 39, 10, 53, 15, 77, 5, 78, 9, 53, 85, 70, 24, 11, 99, 38, 84, 99, 95, 21, 56, 4, 89, 82, 36, 11, 53, 91, 35, 23, 91, 56, 61, 92, 90, 86, 24, 77, 59, 50, 38, 68, 73, 34, 9, 36, 97, 26, 71, 76, 3, 70, 40, 34, 19, 53, 39, 59, 69, 67, 19, 89, 43, 27, 12, 30, 86, 51, 62, 34, 37, 42, 7, 83, 6, 77, 56, 45, 77, 49, 84, 83, 56, 22, 96, 8, 12, 96, 39, 2, 69, 67, 53, 80, 39, 55, 48, 61] 
79 	 [65, 30, 15, 36, 76, 78, 28, 8, 38, 82, 58, 75, 2, 11, 43, 79, 23, 91, 67, 31, 65, 8, 96, 18, 58, 85, 79, 56, 33, 9, 58, 59, 9, 44, 77, 13, 11, 44, 58, 74, 34, 51, 20, 15, 89, 24, 57, 4, 75, 6, 84, 92, 18, 80, 30, 68, 24, 34, 98, 59, 47, 81, 9, 43, 58, 73, 42, 98, 20, 48, 88, 4, 61, 52, 12, 27, 20, 80, 14, 28, 14, 38, 95, 2, 18, 66, 36, 63, 42, 83, 24, 5, 4, 24, 68, 15, 28, 40, 18, 34] 	 [66, 99, 24, 10, 58, 9, 25, 66, 78, 47, 75, 24, 31, 27, 56, 90, 11, 9, 92, 85, 11, 69, 100, 56, 22, 66, 68, 86, 42, 46, 76, 90, 65, 89, 99, 81, 89, 69, 99, 21, 37, 2, 9, 49, 43, 2, 73, 93, 36, 19, 42, 70, 40, 77, 1, 83, 89, 80, 32, 55, 15, 1, 74, 77, 20, 53, 54, 49, 79, 9, 25, 97, 53, 40, 57, 42, 31, 71, 26, 75, 41, 78, 60, 72, 61, 91, 20, 15, 36, 46, 88, 27, 41, 97, 100, 40, 77, 75, 11, 19] 
80 	 [43, 97, 50, 85, 80, 14, 48, 57, 8, 12, 49, 53, 23, 74, 18, 52, 16, 21, 68, 51, 24, 65, 49, 64, 69, 48, 10, 93, 47, 49, 25, 76, 18, 91, 42, 67, 22, 5, 31, 79, 47, 86, 12, 63, 89, 30, 24, 67, 35, 97, 90, 2, 84, 19, 51, 81, 37, 5, 29, 76, 15, 66, 51, 74, 55, 33, 50, 44, 32, 87, 59, 41, 97, 42, 21, 81, 99, 67, 62, 22, 55, 66, 38, 39, 30, 27, 53, 41, 42, 12, 97, 3, 2, 34, 44, 24, 1, 26, 18, 28] 	 [46, 26, 80, 61, 67, 57, 21, 92, 57, 49, 83, 20, 53, 91, 17, 4, 41, 47, 69, 75, 12, 3, 56, 38, 20, 85, 35, 56, 92, 12, 8, 53, 30, 77, 19, 41, 56, 65, 13, 54, 88, 58, 65, 100, 3, 59, 68, 17, 79, 96, 51, 3, 56, 86, 49, 38, 90, 23, 47, 55, 40, 22, 69, 76, 28, 15, 54, 82, 41, 51, 78, 37, 95, 48, 51, 41, 15, 95, 1, 64, 82, 13, 12, 46, 6, 57, 30, 74, 54, 29, 88, 83, 50, 78, 84, 6, 34, 98, 8, 64] 
81 	 [11, 75, 98, 1, 51, 27, 25, 87, 76, 86, 13, 94, 81, 22, 49, 78, 44, 2, 44, 40, 9, 37, 5, 83, 4, 44, 59, 38, 6, 6, 85, 16, 2, 68, 72, 34, 18, 67, 79, 78, 61, 58, 1, 93, 1, 24, 66, 28, 14, 22, 7, 17, 22, 63, 32, 98, 9, 100, 29, 68, 20, 95, 32, 82, 5, 24, 16, 95, 34, 85, 35, 98, 50, 33, 75, 12, 44, 31, 3, 85, 90, 22, 41, 82, 88, 73, 80, 36, 31, 48, 82, 72, 58, 28, 43, 66, 28, 5, 9, 39] 	 [23, 75, 61, 64, 55, 79, 100, 6, 42, 53, 89, 91, 45, 49, 55, 60, 31, 58, 75, 16, 4, 28, 25, 95, 31, 8, 22, 67, 85, 35, 82, 57, 15, 43, 37, 91, 19, 58, 30, 3, 21, 45, 11, 43, 76, 86, 31, 37, 51, 33, 38, 69, 1, 30, 58, 24, 75, 47, 82, 86, 18, 8, 41, 49, 29, 9, 32, 1, 66, 75, 50, 81, 27, 35, 32, 3, 14, 39, 37, 70, 28, 57, 83, 40, 40, 15, 88, 63, 32, 5, 92, 5, 56, 8, 47, 92, 93, 75, 2, 91] 
82 	 [66, 32, 83, 87, 16, 18, 92, 84, 5, 98, 38, 61, 28, 34, 95, 11, 47, 32, 33, 22, 30, 35, 70, 40, 18, 80, 74, 22, 40, 91, 77, 95, 89, 84, 6, 79, 5, 44, 61, 39, 83, 49, 26, 12, 85, 96, 59, 12, 22, 22, 72, 34, 4, 38, 54, 34, 21, 99, 90, 14, 57, 56, 2, 48, 23, 92, 62, 6, 27, 68, 18, 79, 13, 99, 4, 73, 2, 41, 4, 60, 63, 64, 95, 37, 45, 59, 92, 24, 16, 54, 28, 29, 76, 20, 2, 84, 57, 3, 1, 90] 	 [46, 95, 51, 31, 4, 19, 36, 60, 58, 27, 57, 67, 34, 73, 12, 4, 67, 38, 42, 13, 68, 68, 34, 51, 12, 83, 21, 45, 47, 41, 65, 63, 49, 32, 76, 34, 44, 22, 98, 9, 67, 13, 42, 56, 11, 69, 42, 44, 36, 29, 34, 80, 56, 86, 32, 13, 48, 2, 93, 5, 55, 69, 27, 50, 53, 21, 92, 7, 90, 33, 13, 95, 17, 61, 63, 6, 67, 85, 77, 35, 64, 29, 12, 61, 88, 24, 55, 86, 30, 23, 85, 41, 26, 77, 17, 28, 60, 11, 52, 75] 
83 	 [23, 19, 99, 37, 95, 30, 59, 89, 51, 49, 25, 10, 69, 31, 76, 55, 73, 21, 45, 22, 63, 53, 90, 46, 86, 60, 11, 27, 80, 73, 39, 75, 98, 7, 86, 11, 52, 92, 68, 98, 97, 88, 71, 7, 64, 95, 22, 54, 53, 29, 30, 84, 17, 26, 81, 2, 33, 16, 5, 89, 70, 37, 98, 14, 78, 52, 32, 47, 81, 68, 59, 88, 33, 12, 32, 8, 23, 6, 58, 2, 29, 87, 24, 36, 43, 66, 99, 16, 28, 17, 29, 91, 24, 91, 18, 12, 88, 84, 65, 97] 	 [10, 15, 7, 32, 71, 58, 12, 88, 14, 64, 82, 57, 6, 49, 94, 91, 58, 87, 39, 3, 17, 94, 30, 45, 12, 2, 86, 9, 94, 8, 56, 90, 71, 86, 10, 76, 16, 55, 2, 69, 4, 6, 37, 8, 48, 23, 60, 8, 98, 35, 69, 52, 21, 72, 28, 44, 91, 72, 48, 22, 1, 8, 18, 93, 69, 55, 81, 26, 16, 65, 96, 6, 85, 48, 33, 19, 49, 93, 97, 22, 56, 39, 61, 14, 9, 41, 60, 28, 64, 17, 58, 56, 37, 38, 94, 76, 63, 64, 84, 12] 
84 	 [53, 34, 19, 10, 57, 18, 10, 57, 6, 26, 74, 64, 19, 71, 45, 6, 24, 36, 2, 69, 13, 27, 8, 28, 28, 92, 12, 26, 45, 96, 9, 12, 71, 54, 74, 93, 49, 10, 62, 20, 62, 35, 47, 6, 81, 57, 11, 54, 14, 12, 47, 28, 88, 37, 50, 74, 88, 44, 40, 32, 81, 64, 18, 48, 76, 68, 90, 82, 50, 20, 93, 34, 77, 88, 43, 30, 38, 69, 25, 11, 82, 50, 31, 94, 87, 95, 73, 80, 41, 33, 100, 37, 60, 99, 27, 75, 27, 50, 67, 92] 	 [6, 80, 23, 28, 57, 30, 78, 53, 66, 16, 12, 99, 54, 66, 7, 87, 8, 57, 7, 39, 12, 3, 57, 59, 43, 7, 46, 12, 28, 85, 62, 19, 53, 58, 90, 13, 91, 4, 91, 40, 76, 19, 66, 9, 23, 14, 43, 30, 90, 5, 68, 18, 20, 99, 10, 24, 75, 96, 35, 65, 87, 63, 36, 40, 62, 1, 61, 40, 2, 69, 32, 27, 58, 2, 74, 5, 93, 14, 57, 16, 68, 61, 42, 54, 89, 50, 18, 73, 88, 35, 50, 14, 50, 10, 74, 42, 38, 32, 11, 50] 
85 	 [29, 89, 25, 62, 41, 27, 17, 87, 19, 42, 47, 13, 74, 27, 44, 96, 64, 4, 7, 89, 82, 76, 67, 99, 27, 89, 70, 38, 71, 36, 33, 54, 12, 95, 74, 30, 84, 10, 71, 31, 29, 45, 21, 61, 42, 10, 14, 88, 53, 81, 91, 41, 23, 7, 100, 4, 61, 53, 76, 31, 47, 67, 5, 50, 35, 63, 74, 98, 20, 62, 13, 39, 72, 83, 13, 36, 98, 63, 53, 28, 74, 66, 40, 91, 47, 38, 44, 19, 35, 1, 80, 18, 66, 61, 22, 16, 96, 56, 38, 95] 	 [96, 75, 99, 85, 37, 82, 20, 96, 38, 64, 98, 26, 29, 93, 18, 69, 64, 28, 80, 3, 52, 29, 31, 84, 5, 4, 90, 56, 77, 3, 17, 42, 26, 83, 21, 52, 71, 46, 92, 8, 47, 41, 8, 24, 58, 2, 10, 30, 51, 68, 86, 73, 97, 5, 7, 18, 37, 20, 91, 99, 57, 25, 29, 24, 65, 52, 6, 87, 16, 98, 86, 22, 23, 68, 77, 80, 86, 83, 75, 52, 33, 23, 10, 75, 90, 43, 24, 32, 40, 76, 33, 48, 26, 91, 83, 4, 52, 57, 62, 55] 
86 	 [75, 5, 50, 24, 54, 61, 20, 51, 4, 48, 61, 50, 80, 100, 71, 68, 33, 66, 48, 56, 57, 78, 85, 55, 87, 34, 95, 68, 75, 26, 89, 33, 64, 32, 17, 57, 22, 34, 79, 18, 82, 21, 21, 57, 36, 6, 52, 75, 89, 67, 49, 23, 43, 76, 69, 5, 28, 74, 42, 43, 32, 8, 54, 42, 16, 51, 7, 78, 2, 57, 61, 86, 7, 43, 99, 75, 9, 71, 57, 63, 48, 87, 95, 61, 39, 12, 95, 23, 99, 45, 3, 60, 5, 2, 66, 50, 16, 89, 82, 55] 	 [76, 13, 47, 61, 80, 77, 79, 55, 17, 5, 89, 72, 95, 96, 58, 100, 56, 92, 36, 45, 91, 18, 46, 73, 97, 16, 44, 40, 55, 18, 42, 83, 79, 26, 85, 87, 69, 25, 13, 30, 48, 75, 12, 59, 43, 47, 63, 43, 97, 43, 81, 49, 81, 36, 13, 38, 99, 90, 67, 50, 47, 22, 36, 12, 71, 17, 76, 22, 75, 25, 37, 77, 96, 11, 44, 60, 66, 12, 37, 34, 52, 45, 84, 39, 42, 38, 40, 93, 32, 8, 78, 80, 31, 10, 31, 84, 42, 83, 46, 35] 
87 	 [39, 65, 58, 96, 48, 8, 14, 91, 88, 36, 57, 38, 94, 74, 85, 13, 33, 33, 51, 92, 99, 60, 75, 97, 70, 38, 17, 2, 60, 87, 62, 48, 48, 9, 11, 1, 63, 68, 89, 22, 67, 72, 17, 2, 49, 66, 82, 32, 20, 96, 41, 92, 11, 20, 30, 13, 68, 44, 5, 76, 48, 94, 100, 20, 62, 3, 75, 10, 68, 68, 21, 5, 57, 94, 62, 68, 11, 50, 68, 83, 75, 40, 40, 81, 6, 9, 74, 32, 40, 5, 9, 88, 95, 91, 54, 39, 100, 85, 79, 96] 	 [93, 81, 56, 34, 77, 75, 40, 84, 71, 51, 32, 53, 17, 75, 45, 37, 63, 51, 13, 91, 99, 62, 63, 57, 67, 76, 45, 44, 32, 21, 27, 17, 5, 26, 60, 99, 83, 36, 10, 39, 38, 25, 16, 24, 64, 88, 47, 31, 90, 56, 51, 55, 38, 59, 51, 55, 73, 48, 9, 58, 96, 54, 37, 73, 91, 96, 49, 36, 53, 53, 29, 62, 20, 54, 72, 20, 75, 79, 91, 65, 28, 82, 59, 56, 18, 31, 69, 88, 38, 18, 29, 13, 19, 28, 91, 8, 98, 40, 10, 97] 
88 	 [80, 73, 14, 66, 89, 69, 25, 57, 45, 66, 40, 50, 10, 41, 42, 71, 18, 100, 92, 81, 1, 58, 33, 83, 88, 5, 70, 58, 88, 91, 8, 66, 95, 97, 86, 62, 35, 97, 29, 26, 51, 57, 28, 96, 17, 94, 29, 8, 37, 50, 94, 45, 60, 40, 70, 12, 73, 55, 70, 16, 57, 49, 100, 10, 43, 65, 54, 43, 19, 10, 6, 84, 75, 30, 29, 89, 85, 3, 87, 92, 37, 27, 87, 29, 60, 4, 26, 82, 67, 3, 66, 46, 52, 33, 99, 15, 3, 4, 63, 48] 	 [66, 7, 83, 89, 30, 46, 77, 80, 79, 53, 26, 38, 70, 58, 43, 73, 60, 66, 13, 28, 31, 2, 97, 66, 63, 57, 29, 16, 67, 73, 25, 71, 70, 91, 51, 14, 12, 32, 16, 74, 12, 72, 17, 11, 20, 59, 42, 99, 61, 81, 26, 75, 55, 98, 47, 97, 7, 41, 43, 85, 30, 49, 96, 58, 40, 64, 57, 79, 98, 14, 21, 47, 44, 44, 85, 6, 53, 19, 45, 32, 80, 37, 39, 4, 85, 17, 47, 20, 97, 27, 18, 79, 73, 91, 9, 8, 82, 17, 8, 39] 
